remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
maria@example.net;pedro@gmail.com;Mensaje personal;Hola Pedro, ¿Cómo estás?;2024-02-18 14:30:00;0;comun;1;0;0.3;Pass;0;0;0;0;HAM
ofertas_especiales@spam.com;usuario23@hotmail.com,usuario24@gmail.com;Ofertas especiales;¡Aproveche nuestras ofertas especiales por tiempo limitado!;2024-02-17 17:00:00;3;lista_negra;2;1;0.6;Fail;1;0;4;0;SPAM
inversiones_rentables@fraud.net;usuario25@yahoo.com;Invierta su dinero;Invierta su dinero sabiamente en nuestro fondo de inversion.;2024-02-16 11:45:00;4;lista_negra;1;1;0.7;Fail;1;0;5;1;SPAM
correo_importante@example.org;cliente2@mail.com;Notificación de pago;Su pago ha sido procesado exitosamente.;2024-02-15 13:30:00;0;comun;1;0;0.2;Pass;0;0;1;0;HAM
sorteo_premios@spam.com;usuario26@outlook.com,usuario27@gmail.com;¡Usted ha ganado!;Ha ganado un premio increíble.  Para reclamarlo, haga click aquí: [enlace];2024-02-14 15:15:00;6;lista_negra;3;2;0.9;Fail;1;1;8;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
ofertas@mega-ganancias.com;usuario1@mail.com,usuario2@mail.com,usuario3@mail.com;¡Gane Dinero Fácil!;<html>¡Increíble oportunidad! Gane $10000 diarios. ¡Inscríbase ahora!</html>;2024-07-26 10:30:00;5;sospechoso;3;2;0.8;Fail;1;1;3;1;SPAM
ventas@super-precios.net;cliente1@gmail.com;Oferta Increíble;Aproveche nuestra oferta de liquidación.  ¡No se lo pierda!;2024-07-25 14:45:00;2;sospechoso;1;1;0.6;Fail;1;0;2;0;SPAM
info@inversion-segura.co;ana@mail.com,pedro@gmail.com;Invierta con nosotros;Invierta su dinero y obtenga grandes ganancias. ¡Regístrese ya!;2024-07-24 18:20:00;4;lista_negra;2;3;0.9;Fail;1;0;4;1;SPAM
notificaciones@bancofalso.com;juan@hotmail.com;Actualización Seguridad;Actualice su información bancaria. ¡Evite el bloqueo de su cuenta!;2024-07-27 09:15:00;3;lista_negra;1;1;0.7;Fail;1;0;1;0;SPAM
soporte@empresa.com;cliente@gmail.com;Problema con su cuenta;Estimado cliente, hemos detectado un problema en su cuenta. Por favor, contacte con nosotros.;2024-07-23 11:00:00;1;comun;1;0;0.5;Pass;0;0;0;0;HAM
ofertas@grandes-descuentos.com;maria@outlook.com,luis@yahoo.com;¡Últimos Días!;¡No deje pasar esta increíble oferta! ¡Compre ahora!;2024-07-28 15:30:00;3;sospechoso;2;2;0.7;Fail;1;1;3;1;SPAM
servicio@emailseguro.com;usuario@gmail.com;Su cuenta ha sido comprometida;Hemos detectado actividad sospechosa en su cuenta. Haga clic aquí para protegerla. ;2024-07-22 13:00:00;4;sospechoso;1;1;0.9;Fail;1;0;2;1;SPAM
notificaciones@correo.com;cliente@mail.com;Recordatorio de Pago;Su pago se vence mañana, por favor realice el pago a tiempo.;2024-07-29 17:45:00;0;comun;1;0;0.2;Pass;0;0;0;0;HAM
ganancias@millonario.co;usuario1@outlook.com,usuario2@yahoo.com;¡Gane Millones!;¡Invierta hoy y sea millonario mañana! ¡Increible oportunidad!;2024-07-20 09:00:00;6;lista_negra;2;4;0.8;Fail;1;1;5;1;SPAM
promo@superoferta.com;persona@gmail.com;Super Oferta;Aproveche esta oferta limitada. ¡Compre ahora!;2024-07-21 12:15:00;2;sospechoso;1;1;0.6;Fail;1;0;2;0;SPAM
amigo@mail.com;amiga@gmail.com;Cita;Nos vemos mañana a las 10am;2024-07-19 16:30:00;0;comun;1;0;0.3;Pass;0;0;0;0;HAM
premios@sorteo.com;persona1@mail.com,persona2@gmail.com;¡Felicidades!;Ha ganado un premio increíble. ¡Reclámelo ya!;2024-07-18 10:45:00;3;sospechoso;2;2;0.7;Fail;1;1;3;1;SPAM
contacto@negocio.com;cliente@outlook.com;Nueva Promocion;Nueva promoción disponible, ¡aproveche!;2024-07-30 14:00:00;1;comun;1;1;0.4;Pass;0;0;1;0;HAM
ganador@loteria.com;usuario@hotmail.com;Ha ganado;Felicidades, ha ganado un gran premio;2024-07-31 18:15:00;2;sospechoso;1;1;0.6;Fail;1;0;2;0;SPAM
soporte@empresa.com;usuario@gmail.com;Consulta;Tiene alguna pregunta, contacte con nosotros;2024-07-26 16:00:00;0;comun;1;0;0.2;Pass;0;0;0;0;HAM
inversiones@riqueza.com;persona@outlook.com;Inversión Segura;Invierta su dinero de forma segura y obtenga grandes rendimientos. Descargue el archivo adjunto para más información;2024-07-25 10:10:00;3;sospechoso;1;1;0.8;Fail;1;1;2;1;SPAM
oferta@descuento.com;usuario1@yahoo.com,usuario2@mail.com;Oferta Exclusiva;Oferta exclusiva para usted. ¡Compre ahora y ahorre!;2024-07-24 13:45:00;2;sospechoso;2;1;0.5;Fail;1;0;2;0;SPAM
contacto@empresa.com;cliente@gmail.com;Gracias por su compra;Gracias por su compra, disfrute su producto!;2024-07-27 19:30:00;0;comun;1;0;0.3;Pass;0;0;0;0;HAM
sorteo@ganar.com;usuario1@gmail.com,usuario2@outlook.com;¡Ha Ganado!;¡Felicidades, ha ganado un premio! ¡Reclámelo ahora!;2024-07-23 17:00:00;4;sospechoso;2;2;0.8;Fail;1;1;4;1;SPAM
premio@ganador.com;usuario@hotmail.com;Premio Mayor;Ha ganado el premio mayor. ¡Contáctenos!;2024-07-28 11:15:00;2;sospechoso;1;1;0.6;Fail;1;0;2;0;SPAM
notificaciones@banco.com;cliente@gmail.com;Su pago ha sido procesado;Su pago ha sido procesado correctamente.;2024-07-22 08:45:00;0;comun;1;0;0.1;Pass;0;0;0;0;HAM
ganador@sorteo.com;usuario@yahoo.com;¡Ganaste!;Ha ganado un premio increíble. Haga clic aquí para reclamarlo;2024-07-29 15:00:00;3;sospechoso;1;1;0.7;Fail;1;0;3;1;SPAM
ofertas@remate.com;cliente1@mail.com,cliente2@gmail.com;Remate Final;Últimos artículos disponibles. ¡Compre ahora!;2024-07-20 14:30:00;2;sospechoso;2;1;0.6;Fail;1;0;2;0;SPAM
facturacion@empresa.com;cliente@outlook.com;Factura;Su factura está adjunta. Gracias por su compra.;2024-07-31 12:00:00;0;comun;1;0;0.4;Pass;0;1;0;0;HAM
premios@sorteo.com;usuario1@gmail.com,usuario2@hotmail.com;Premio sorpresa;¡Ha ganado un premio sorpresa! Para reclamarlo, haga click aquí;2024-07-26 09:00:00;3;sospechoso;2;1;0.7;Fail;1;0;3;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@gmail.com;usuario1@mail.com,usuario2@mail.com,usuario3@mail.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso];2024-07-26 10:30:00;5;sospechoso;3;2;0.2;Fail;1;1;3;1;SPAM
banco_colombia@example.net;cliente1@banco.com.co;Actualización de cuenta;Estimado cliente, actualice su información bancaria aquí: [enlace seguro];2024-07-26 14:45:00;1;comun;1;1;0.8;Pass;0;0;1;0;HAM
ganagana@mail.com;usuario4@mail.com,usuario5@mail.com,usuario6@gmail.com;Oferta irresistible;¡No lo pierda! Obtenga un descuento del 90% en nuestros productos.  Compre ahora!!!;2024-07-27 09:15:00;6;lista_negra;3;3;0.1;Fail;1;1;8;1;SPAM
notificaciones@empresa.com;usuario7@mail.com;Su pedido ha sido enviado;Su pedido #1234 ha sido enviado. Haga clic aquí para rastrearlo: [enlace seguro];2024-07-27 11:00:00;0;comun;1;1;0.9;Pass;0;0;0;0;HAM
ofertas_especiales@spam.com;usuario8@mail.com,usuario9@hotmail.com;¡Increíble descuento!;Aproveche esta increíble oferta por tiempo limitado.  Adjunto catálogo;2024-07-27 15:30:00;4;sospechoso;2;1;0.3;Fail;1;1;2;0;SPAM
premio_mayor@hotmail.com;usuario10@yahoo.com,usuario11@outlook.com;¡Has ganado!;¡Felicitaciones! Usted ha ganado un premio.  Para reclamarlo, haga clic aquí: [enlace sospechoso];2024-07-28 08:00:00;7;lista_negra;2;2;0.1;Fail;1;1;5;1;SPAM
soporte_tecnico@empresa.com.co;cliente2@empresa.com.co;Problema con su cuenta;Estimado cliente, hemos detectado un problema con su cuenta. Por favor, contáctenos;2024-07-28 12:15:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
correo_importante@mail.com;usuario12@gmail.com;Actualización de datos;Por favor, actualice sus datos personales.  Adjuntamos un formulario importante.;2024-07-28 16:45:00;2;sospechoso;1;1;0.4;Fail;1;1;1;1;SPAM
info@negocio.com;usuario13@hotmail.com;Nueva promoción!;Aproveche nuestra nueva promoción. ¡Descuentos increíbles!;2024-07-29 10:00:00;3;sospechoso;1;2;0.2;Fail;1;0;2;0;SPAM
servicio_cliente@empresa.com;cliente3@empresa.com.co;Su consulta ha sido recibida;Gracias por contactarnos.  Le responderemos pronto.;2024-07-29 13:30:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
superoferta@spam.com;usuario14@mail.com,usuario15@gmail.com,usuario16@outlook.com;¡Oferta limitada!;No se pierda esta increíble oferta por tiempo limitado!!!;2024-07-30 09:45:00;5;lista_negra;3;2;0.2;Fail;1;1;4;1;SPAM
ganador_premio@mail.com;usuario17@yahoo.com,usuario18@hotmail.com;¡Felicitaciones!;¡Usted ha ganado un premio!  Reclámelo aquí: [enlace fraudulento];2024-07-30 11:15:00;6;sospechoso;2;3;0.1;Fail;1;1;6;1;SPAM
notificaciones@app.com;usuario19@gmail.com;Recordatorio de pago;Le recordamos que su pago vence mañana.  Por favor, realice el pago a tiempo;2024-07-30 14:00:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
oferta_unica@mail.com;usuario20@outlook.com,usuario21@yahoo.com;¡Oferta exclusiva!;Disfrute de un descuento especial en nuestros productos. Visite nuestra web: [enlace sospechoso];2024-07-31 08:30:00;4;lista_negra;3;2;0.3;Fail;1;1;3;1;SPAM
cuenta_bancaria@banco.com;cliente4@banco.com.co;Información de su cuenta;Estimado cliente, le informamos sobre los movimientos recientes en su cuenta;2024-07-31 10:45:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
correo_importante@empresa.com.co;usuario22@gmail.com;Actualizacion de su perfil;Por favor, actualice la información de su perfil;2024-07-31 15:15:00;1;comun;1;0;0.9;Pass;0;0;0;0;HAM
ofertason@spam.com;usuario23@hotmail.com,usuario24@outlook.com,usuario25@yahoo.com;¡Gane un carro!;Participe en nuestro sorteo y gane un carro nuevo!!;2024-08-01 09:00:00;7;lista_negra;3;3;0.1;Fail;1;1;7;1;SPAM
atencion_cliente@empresa.com;usuario26@gmail.com;Su consulta ha sido atendida;Gracias por su consulta, un agente se pondrá en contacto con usted;2024-08-01 11:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
super_oferta@mail.com;usuario27@hotmail.com,usuario28@yahoo.com;¡Descuento increible!;No te pierdas nuestro descuento increible!!;2024-08-01 14:45:00;4;sospechoso;2;2;0.25;Fail;1;1;4;1;SPAM
premio_garantizado@spam.com;usuario29@outlook.com,usuario30@gmail.com;¡Usted ha ganado!;Ha ganado un premio, reclamelo ahora;2024-08-02 08:15:00;5;lista_negra;2;1;0.1;Fail;1;1;5;1;SPAM
ganador_sorteo@mail.com;usuario31@yahoo.com;Felicitaciones, ganador!;Felicidades, ha sido seleccionado como ganador de nuestro sorteo;2024-08-02 10:30:00;3;sospechoso;1;1;0.3;Fail;1;0;3;0;SPAM
servicioalcliente@empresa.com.co;cliente5@empresa.com.co;Gracias por su compra;Gracias por su reciente compra.  Su pedido ha sido confirmado;2024-08-02 13:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
oferta_imperdible@spam.com;usuario32@gmail.com,usuario33@hotmail.com;¡Aproveche esta oferta!;No deje pasar esta increible oportunidad;2024-08-03 16:45:00;4;sospechoso;2;1;0.2;Fail;1;1;2;1;SPAM
notificacion_pago@banco.com.co;cliente6@banco.com.co;Pago exitoso;Su pago ha sido procesado exitosamente;2024-08-04 10:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
remitente_confiable@empresa.com;usuario34@gmail.com;Cambio de contraseña;Hemos detectado un cambio en su contraseña;2024-08-04 12:30:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
banco_colombia@correo.com;usuario1@example.com;Actualización de Seguridad;Estimado usuario, actualice su información bancaria aquí: [link sospechoso].;2024-03-08 10:30:00;3;sospechoso;1;1;0.1;Fail;1;1;2;0;SPAM
ofertas_increibles@mail.net;usuario2@example.com,usuario3@example.com,usuario4@example.com;¡Gane un carro!;¡Felicidades! Ha ganado un carro nuevo. Reclámelo aquí: [link sospechoso];2024-03-08 12:45:00;5;lista_negra;3;2;0.2;Fail;1;0;1;5;1;SPAM
ana.garcia@gmail.com;juan.perez@gmail.com;Reunión mañana;Nos vemos mañana a las 10am para hablar del proyecto X.;2024-03-08 14:20:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
ventas@empresa.com;cliente1@example.com;Oferta irresistible;Aproveche nuestra oferta limitada: compre 2 y lleve 3. ¡No se lo pierda!;2024-03-09 09:15:00;1;comun;1;1;0.6;Pass;1;0;1;1;SPAM
soporte_tecnico@email.com;usuario5@example.com,usuario6@example.com;Problema con su cuenta;Su cuenta ha sido bloqueada. Haga clic aquí para desbloquearla: [link sospechoso];2024-03-09 11:00:00;4;sospechoso;2;1;0.3;Fail;1;1;3;0;SPAM
info@empresa_x.com;cliente2@example.com;Nueva promoción;Disfrute de nuestra nueva promoción con descuentos increíbles.;2024-03-09 15:30:00;1;comun;1;1;0.7;Pass;1;0;1;0;SPAM
ganador@premio.net;usuario7@example.com,usuario8@example.com,usuario9@example.com;¡Ha ganado un premio!;¡Felicitaciones! Ha ganado un premio de $10,000. Reclámelo aquí: [link sospechoso].;2024-03-10 08:45:00;6;lista_negra;3;3;0.1;Fail;1;0;1;7;1;SPAM
maria.lopez@gmail.com;pedro.rodriguez@gmail.com;Cita médica;Tu cita médica está confirmada para mañana a las 2pm.;2024-03-10 10:20:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
notificaciones@app.com;usuario10@example.com;Alerta importante;Estimado usuario, tenga en cuenta esta importante alerta.;2024-03-10 13:55:00;2;sospechoso;1;1;0.4;Neutral;1;0;2;0;SPAM
correo_importante@servidor.com;usuario11@example.com;Actualiza tu información!;Actualiza tu perfil para evitar el bloqueo de tu cuenta. Link: [link sospechoso];2024-03-11 09:30:00;3;sospechoso;1;1;0.2;Fail;1;1;1;3;0;SPAM
jose.hernandez@gmail.com;sofia.moreno@gmail.com;Feliz cumpleaños!;¡Feliz cumpleaños, Sofía!;2024-03-11 11:15:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
oferta_exclusiva@email.com;usuario12@example.com;Oferta limitada;Aprovecha nuestra oferta por tiempo limitado. Click aquí [link sospechoso];2024-03-11 14:40:00;2;sospechoso;1;1;0.3;Fail;1;0;1;2;1;SPAM
alberto.suarez@gmail.com;ana.martinez@gmail.com;Planificación evento;Nos reunimos el viernes para planear el evento.;2024-03-12 10:00:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
ganaste@premio.com;usuario13@example.com,usuario14@example.com;¡Has ganado!;¡Felicidades! Has ganado un gran premio. Reclámalo aquí: [link sospechoso];2024-03-12 12:30:00;5;lista_negra;2;2;0.2;Fail;1;0;1;4;1;SPAM
seguridad@banco.com;usuario15@example.com;Actualizacion de seguridad;Por favor actualiza tus datos bancarios. [link sospechoso];2024-03-12 15:00:00;4;sospechoso;1;1;0.1;Fail;1;1;3;0;SPAM
laura.velasquez@gmail.com;carlos.gomez@gmail.com;Reunion de trabajo;Nos vemos mañana a las 11am para hablar del proyecto Y.;2024-03-13 09:45:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_mayor@correo.com;usuario16@example.com;¡Premio millonario!;¡Felicidades! Ha ganado un premio millonario. Reclámelo aquí: [link sospechoso];2024-03-13 11:20:00;6;lista_negra;1;3;0.1;Fail;1;0;1;6;1;SPAM
david.rojas@gmail.com;julia.alvarez@gmail.com;Invitacion a evento;Te invitamos a nuestro evento el sábado. ;2024-03-13 14:55:00;0;comun;1;0;0.7;Pass;0;0;0;0;HAM
oferta_increible@mail.co;usuario17@example.com;Oferta imperdible!;No te pierdas nuestra increíble oferta. [link sospechoso];2024-03-14 10:10:00;2;sospechoso;1;1;0.4;Fail;1;0;1;2;1;SPAM
atencion_cliente@empresa.com.co;usuario18@example.com;Actualiza tu contraseña;Actualiza tu contraseña para mayor seguridad. Link: [link sospechoso];2024-03-14 12:45:00;3;sospechoso;1;1;0.2;Fail;1;1;1;3;0;SPAM
juan.hernandez@gmail.com;sofia.lopez@gmail.com;Feliz aniversario!;¡Feliz aniversario, Sofía y Juan!;2024-03-14 15:20:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
sorteo_ganador@correo.com;usuario19@example.com,usuario20@example.com;¡Has ganado el sorteo!;¡Felicidades! Has ganado el sorteo. Reclama tu premio aquí: [link sospechoso];2024-03-15 09:00:00;5;lista_negra;2;2;0.1;Fail;1;0;1;5;1;SPAM
soporte@app.com.co;usuario21@example.com;Problema con tu cuenta;Hay un problema con tu cuenta, por favor actualizala [link sospechoso];2024-03-15 11:30:00;4;sospechoso;1;1;0.3;Fail;1;1;3;0;SPAM
maria.gomez@gmail.com;pedro.perez@gmail.com;Planeacion viaje;Nos reunimos mañana para planear el viaje.;2024-03-15 14:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
notificaciones@sistema.com;usuario22@example.com;Alerta de seguridad;Estimado usuario, hemos detectado una actividad sospechosa en tu cuenta.;2024-03-16 09:15:00;2;sospechoso;1;1;0.5;Neutral;1;0;1;2;0;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
ganar_millones@aol.com;usuario1@gmail.com,usuario2@hotmail.com,usuario3@yahoo.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso].;2024-07-26 10:30:00;5;lista_negra;3;2;0.2;Fail;1;1;10;1;SPAM
ofertas_increibles@mail.com;ana@gmail.com,pedro@hotmail.com;Oferta Exclusiva!;No pierda esta oportunidad única. Compre ahora y reciba un descuento del 50%. ;2024-07-26 12:45:00;3;sospechoso;2;1;0.1;Fail;1;0;5;0;SPAM
soporte_tecnico@outlook.com;cliente1@gmail.com;Problema con su cuenta;Tenemos un problema con su cuenta. Haga clic aquí para solucionarlo: [enlace malicioso];2024-07-26 15:00:00;4;lista_negra;1;1;0.3;Fail;1;0;7;1;SPAM
maria@gmail.com;juan@gmail.com;Cita médica;Recuerda tu cita médica mañana a las 10:00 AM. ;2024-07-26 16:20:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
notificaciones@banco.com;cliente2@gmail.com;Actualización de su cuenta;Estimado cliente, hemos detectado actividad inusual en su cuenta. Inicie sesión aquí: [enlace seguro];2024-07-27 09:15:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
ofertas_irresistibles@spam.com;usuario4@gmail.com,usuario5@hotmail.com,usuario6@yahoo.com;¡Aprovecha ya!;Gane un carro nuevo!!! Haga clic aquí: [enlace fraudulento];2024-07-27 11:30:00;6;lista_negra;3;3;0.1;Fail;1;1;12;1;SPAM
servicio_al_cliente@empresa.com;cliente3@gmail.com;Su pedido ha sido enviado;Su pedido ha sido enviado. Puede rastrearlo aquí: [enlace de rastreo];2024-07-27 14:45:00;0;comun;1;1;0.7;Pass;0;0;0;0;HAM
premio_mayor@hotmail.com;usuario7@gmail.com,usuario8@yahoo.com;¡Ha ganado!;Usted ha ganado un premio. Visite [enlace peligroso] para reclamarlo.!!!;2024-07-27 17:00:00;7;sospechoso;2;2;0.2;Fail;1;1;15;1;SPAM
javier@gmail.com;ana@gmail.com;Reunion;Nos vemos mañana a las 10am para la reunión.;2024-07-28 08:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
ganadores_loteria@spam.com;usuario9@gmail.com,usuario10@hotmail.com;¡Felicidades, ganador!;Ha ganado la lotería. Reclame su premio aquí: [enlace falso];2024-07-28 10:15:00;8;lista_negra;3;1;0.1;Fail;1;1;18;1;SPAM
super_oferta@aol.com;cliente4@gmail.com;Oferta Increíble!;Aproveche esta oferta limitada. Compre ahora.;2024-07-28 13:30:00;2;sospechoso;1;1;0.2;Fail;1;0;3;0;SPAM
soporte_tecnico@gmail.com;cliente5@gmail.com;Problema con su cuenta.;Su cuenta ha sido bloqueada. Haga clic aquí para desbloquearla: [enlace seguro];2024-07-28 16:45:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
ofertas_especiales@mail.com;usuario11@gmail.com,usuario12@hotmail.com;¡Descuento Exclusivo!;Aproveche nuestro descuento exclusivo del 70%. Visite [enlace sospechoso];2024-07-29 09:00:00;4;sospechoso;2;2;0.3;Fail;1;0;6;1;SPAM
luis@gmail.com;sofia@gmail.com;Paseo;Vamos al parque el sábado?;2024-07-29 11:15:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_millonario@outlook.com;usuario13@gmail.com,usuario14@yahoo.com;¡Ganaste un Millón!;Reclama tu premio millonario aquí: [enlace falso];2024-07-29 14:30:00;5;lista_negra;2;1;0.2;Fail;1;1;10;1;SPAM
ganador_loteria@spam.com;usuario15@gmail.com,usuario16@hotmail.com,usuario17@yahoo.com;¡Felicitaciones, Ganador!;¡Ha ganado la lotería nacional! Reclame su premio aquí: [enlace fraudulento];2024-07-29 17:45:00;7;lista_negra;3;2;0.1;Fail;1;1;14;1;SPAM
pedro@gmail.com;laura@gmail.com;Invitación a Cena;Te invito a cenar este sábado. ;2024-07-30 10:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_increible@aol.com;usuario18@gmail.com;¡Oferta Limitada!;No se pierda esta increíble oferta. Compre ahora: [enlace sospechoso];2024-07-30 12:15:00;3;sospechoso;1;1;0.2;Fail;1;0;4;0;SPAM
super_descuento@mail.com;usuario19@gmail.com,usuario20@hotmail.com;¡70% de Descuento!;Aproveche nuestro descuento del 70%. Adjunto catálogo.;2024-07-30 15:30:00;2;sospechoso;2;1;0.2;Fail;1;1;3;0;SPAM
beca_universitaria@outlook.com;estudiante1@gmail.com;Solicitud de Beca;Hemos recibido su solicitud de beca. Adjunte los documentos solicitados;2024-07-30 18:45:00;1;comun;1;0;0.8;Pass;0;1;1;0;HAM
